Sentence	SentenceID	Region	Word	Surprisal	SurprisalReweighted	Repetition
185	Staub_2010.E1.3.ORC	2	who	4.114	3.941	0
185	Staub_2010.E1.3.ORC	2	who	4.336	3.814	1
185	Staub_2010.E1.3.ORC	2	who	4.141	4.006	0
185	Staub_2010.E1.3.ORC	2	who	4.076	4.237	1
185	Staub_2010.E1.3.ORC	3	the	7.348	7.492	0
185	Staub_2010.E1.3.ORC	3	the	7.44	7.742	1
185	Staub_2010.E1.3.ORC	3	the	7.386	7.069	0
185	Staub_2010.E1.3.ORC	3	the	7.271	6.875	1
185	Staub_2010.E1.3.ORC	4	father	6.119	5.528	0
185	Staub_2010.E1.3.ORC	4	father	6.16	5.668	1
185	Staub_2010.E1.3.ORC	4	father	5.946	5.445	0
185	Staub_2010.E1.3.ORC	4	father	5.906	4.836	1
185	Staub_2010.E1.3.ORC	5	woke	12.089	11.657	0
185	Staub_2010.E1.3.ORC	5	woke	12.148	12.101	1
185	Staub_2010.E1.3.ORC	5	woke	12.084	11.805	0
185	Staub_2010.E1.3.ORC	5	woke	12.14	11.246	1
185	Staub_2010.E1.3.ORC	6	bothered	14.759	14.382	0
185	Staub_2010.E1.3.ORC	6	bothered	14.562	14.82	1
185	Staub_2010.E1.3.ORC	6	bothered	14.618	14.507	0
185	Staub_2010.E1.3.ORC	6	bothered	14.804	14.852	1
186	Staub_2010.E1.4.SRC	2	that	4.833	4.296	0
186	Staub_2010.E1.4.SRC	2	that	4.752	4.559	1
186	Staub_2010.E1.4.SRC	2	that	4.879	4.605	0
186	Staub_2010.E1.4.SRC	2	that	5.099	4.277	1
186	Staub_2010.E1.4.SRC	3	disliked	13.442	11.333	0
186	Staub_2010.E1.4.SRC	3	disliked	12.793	11.645	1
186	Staub_2010.E1.4.SRC	3	disliked	12.619	11.739	0
186	Staub_2010.E1.4.SRC	3	disliked	12.141	10.919	1
186	Staub_2010.E1.4.SRC	4	the	1.995	2.058	0
186	Staub_2010.E1.4.SRC	4	the	2.024	1.605	1
186	Staub_2010.E1.4.SRC	4	the	1.94	1.906	0
186	Staub_2010.E1.4.SRC	4	the	1.887	1.518	1
186	Staub_2010.E1.4.SRC	5	teacher	10.552	9.504	0
186	Staub_2010.E1.4.SRC	5	teacher	9.516	7.349	1
186	Staub_2010.E1.4.SRC	5	teacher	10.055	7.449	0
186	Staub_2010.E1.4.SRC	5	teacher	10.085	6.575	1
186	Staub_2010.E1.4.SRC	6	skimmed	18.374	16.313	0
186	Staub_2010.E1.4.SRC	6	skimmed	18.469	17.152	1
186	Staub_2010.E1.4.SRC	6	skimmed	18.188	15.731	0
186	Staub_2010.E1.4.SRC	6	skimmed	18.31	16.565	1
187	Staub_2010.E1.4.ORC	2	that	5.01	4.886	0
187	Staub_2010.E1.4.ORC	2	that	4.863	4.509	1
187	Staub_2010.E1.4.ORC	2	that	4.945	4.281	0
187	Staub_2010.E1.4.ORC	2	that	4.916	4.283	1
187	Staub_2010.E1.4.ORC	3	the	4.498	4.212	0
187	Staub_2010.E1.4.ORC	3	the	4.561	4.666	1
187	Staub_2010.E1.4.ORC	3	the	4.467	4.254	0
187	Staub_2010.E1.4.ORC	3	the	4.495	4.499	1
187	Staub_2010.E1.4.ORC	4	teacher	9.564	6.879	0
187	Staub_2010.E1.4.ORC	4	teacher	8.933	5.477	1
187	Staub_2010.E1.4.ORC	4	teacher	9.447	6.216	0
187	Staub_2010.E1.4.ORC	4	teacher	8.441	6.759	1
187	Staub_2010.E1.4.ORC	5	disliked	12.636	10.214	0
187	Staub_2010.E1.4.ORC	5	disliked	12.381	9.907	1
187	Staub_2010.E1.4.ORC	5	disliked	12.365	11.009	0
187	Staub_2010.E1.4.ORC	5	disliked	12.533	11.05	1
187	Staub_2010.E1.4.ORC	6	skimmed	18.754	16.94	0
187	Staub_2010.E1.4.ORC	6	skimmed	18.364	17.511	1
187	Staub_2010.E1.4.ORC	6	skimmed	18.879	16.835	0
187	Staub_2010.E1.4.ORC	6	skimmed	18.573	18.113	1
188	Staub_2010.E1.5.SRC	2	that	5.349	4.967	0
188	Staub_2010.E1.5.SRC	2	that	5.458	5.152	1
188	Staub_2010.E1.5.SRC	2	that	5.39	5.437	0
188	Staub_2010.E1.5.SRC	2	that	5.605	5.587	1
188	Staub_2010.E1.5.SRC	3	loved	8.372	7.46	0
188	Staub_2010.E1.5.SRC	3	loved	8.226	7.354	1
188	Staub_2010.E1.5.SRC	3	loved	8.214	7.703	0
188	Staub_2010.E1.5.SRC	3	loved	8.468	8.079	1
188	Staub_2010.E1.5.SRC	4	the	2.782	2.556	0
188	Staub_2010.E1.5.SRC	4	the	2.744	2.78	1
188	Staub_2010.E1.5.SRC	4	the	2.761	2.465	0
188	Staub_2010.E1.5.SRC	4	the	3.403	2.269	1
188	Staub_2010.E1.5.SRC	5	audience	7.83	6.927	0
188	Staub_2010.E1.5.SRC	5	audience	7.241	6.768	1
188	Staub_2010.E1.5.SRC	5	audience	8.823	7.673	0
188	Staub_2010.E1.5.SRC	5	audience	7.673	7.43	1
188	Staub_2010.E1.5.SRC	6	ignored	12.732	11.577	0
188	Staub_2010.E1.5.SRC	6	ignored	12.674	12.156	1
188	Staub_2010.E1.5.SRC	6	ignored	13.056	11.596	0
188	Staub_2010.E1.5.SRC	6	ignored	12.762	13.046	1
189	Staub_2010.E1.5.ORC	2	that	5.325	5.574	0
189	Staub_2010.E1.5.ORC	2	that	5.468	5.321	1
189	Staub_2010.E1.5.ORC	2	that	5.604	5.539	0
189	Staub_2010.E1.5.ORC	2	that	5.362	5.189	1
189	Staub_2010.E1.5.ORC	3	the	4.619	4.495	0
189	Staub_2010.E1.5.ORC	3	the	4.774	3.599	1
189	Staub_2010.E1.5.ORC	3	the	4.6	4.51	0
189	Staub_2010.E1.5.ORC	3	the	4.552	4.506	1
189	Staub_2010.E1.5.ORC	4	audience	6.736	6.616	0
189	Staub_2010.E1.5.ORC	4	audience	6.34	5.028	1
189	Staub_2010.E1.5.ORC	4	audience	6.636	6.106	0
189	Staub_2010.E1.5.ORC	4	audience	7.128	6.107	1
189	Staub_2010.E1.5.ORC	5	loved	7.226	5.059	0
189	Staub_2010.E1.5.ORC	5	loved	6.681	5.692	1
189	Staub_2010.E1.5.ORC	5	loved	6.887	5.07	0
189	Staub_2010.E1.5.ORC	5	loved	7.027	5.754	1
189	Staub_2010.E1.5.ORC	6	ignored	15.029	14.565	0
189	Staub_2010.E1.5.ORC	6	ignored	15.213	14.459	1
189	Staub_2010.E1.5.ORC	6	ignored	16.093	14.477	0
189	Staub_2010.E1.5.ORC	6	ignored	15.208	14.429	1
190	Staub_2010.E1.6.SRC	2	that	4.688	4.641	0
190	Staub_2010.E1.6.SRC	2	that	4.733	4.227	1
190	Staub_2010.E1.6.SRC	2	that	4.878	4.655	0
190	Staub_2010.E1.6.SRC	2	that	4.85	4.956	1
190	Staub_2010.E1.6.SRC	3	noticed	10.724	9.798	0
190	Staub_2010.E1.6.SRC	3	noticed	10.559	10.185	1
190	Staub_2010.E1.6.SRC	3	noticed	10.64	9.012	0
190	Staub_2010.E1.6.SRC	3	noticed	10.555	8.844	1
190	Staub_2010.E1.6.SRC	4	the	1.478	1.15	0
190	Staub_2010.E1.6.SRC	4	the	1.663	1.704	1
190	Staub_2010.E1.6.SRC	4	the	1.499	1.372	0
190	Staub_2010.E1.6.SRC	4	the	1.624	1.537	1
190	Staub_2010.E1.6.SRC	5	fireman	15.277	14.164	0
190	Staub_2010.E1.6.SRC	5	fireman	15.385	14.611	1
190	Staub_2010.E1.6.SRC	5	fireman	15.388	14.329	0
190	Staub_2010.E1.6.SRC	5	fireman	15.495	15.136	1
190	Staub_2010.E1.6.SRC	6	hurried	11.176	10.312	0
190	Staub_2010.E1.6.SRC	6	hurried	11.18	9.863	1
190	Staub_2010.E1.6.SRC	6	hurried	11.028	10.442	0
190	Staub_2010.E1.6.SRC	6	hurried	11.254	10.04	1
191	Staub_2010.E1.6.ORC	2	that	4.833	4.167	0
191	Staub_2010.E1.6.ORC	2	that	4.897	4.946	1
191	Staub_2010.E1.6.ORC	2	that	4.862	4.861	0
191	Staub_2010.E1.6.ORC	2	that	4.834	4.508	1
191	Staub_2010.E1.6.ORC	3	the	4.537	4.292	0
191	Staub_2010.E1.6.ORC	3	the	4.57	4.289	1
191	Staub_2010.E1.6.ORC	3	the	4.559	4.226	0
191	Staub_2010.E1.6.ORC	3	the	4.43	4.207	1
191	Staub_2010.E1.6.ORC	4	fireman	13.783	13.851	0
191	Staub_2010.E1.6.ORC	4	fireman	14.145	12.134	1
191	Staub_2010.E1.6.ORC	4	fireman	13.756	12.506	0
191	Staub_2010.E1.6.ORC	4	fireman	13.91	12.854	1
191	Staub_2010.E1.6.ORC	5	noticed	9.992	9.167	0
191	Staub_2010.E1.6.ORC	5	noticed	9.937	8.977	1
191	Staub_2010.E1.6.ORC	5	noticed	10.509	10.012	0
191	Staub_2010.E1.6.ORC	5	noticed	9.527	8.39	1
191	Staub_2010.E1.6.ORC	6	hurried	12.668	11.876	0
191	Staub_2010.E1.6.ORC	6	hurried	12.691	12.187	1
191	Staub_2010.E1.6.ORC	6	hurried	12.658	12.201	0
191	Staub_2010.E1.6.ORC	6	hurried	12.787	12.024	1
192	Staub_2010.E1.7.SRC	2	that	5.738	5.627	0
192	Staub_2010.E1.7.SRC	2	that	5.742	5.689	1
192	Staub_2010.E1.7.SRC	2	that	5.63	5.447	0
192	Staub_2010.E1.7.SRC	2	that	5.783	5.292	1
192	Staub_2010.E1.7.SRC	3	approached	8.049	7.679	0
192	Staub_2010.E1.7.SRC	3	approached	8.18	7.602	1
192	Staub_2010.E1.7.SRC	3	approached	8.146	8.12	0
192	Staub_2010.E1.7.SRC	3	approached	8.139	8.32	1
192	Staub_2010.E1.7.SRC	4	the	2.12	2.146	0
192	Staub_2010.E1.7.SRC	4	the	2.137	1.802	1
192	Staub_2010.E1.7.SRC	4	the	2.062	1.878	0
192	Staub_2010.E1.7.SRC	4	the	1.96	1.703	1
192	Staub_2010.E1.7.SRC	5	customers	11.231	11.056	0
192	Staub_2010.E1.7.SRC	5	customers	11.351	10.433	1
192	Staub_2010.E1.7.SRC	5	customers	11.399	9.516	0
192	Staub_2010.E1.7.SRC	5	customers	11.51	10.475	1
192	Staub_2010.E1.7.SRC	6	lifted	14.684	14.118	0
192	Staub_2010.E1.7.SRC	6	lifted	14.792	14.253	1
192	Staub_2010.E1.7.SRC	6	lifted	14.48	13.933	0
192	Staub_2010.E1.7.SRC	6	lifted	14.862	13.428	1
193	Staub_2010.E1.7.ORC	2	that	5.607	5.108	0
193	Staub_2010.E1.7.ORC	2	that	5.558	5.457	1
193	Staub_2010.E1.7.ORC	2	that	5.57	5.177	0
193	Staub_2010.E1.7.ORC	2	that	5.638	5.569	1
193	Staub_2010.E1.7.ORC	3	the	4.916	4.672	0
193	Staub_2010.E1.7.ORC	3	the	4.931	4.952	1
193	Staub_2010.E1.7.ORC	3	the	5.156	4.65	0
193	Staub_2010.E1.7.ORC	3	the	5.004	4.418	1
193	Staub_2010.E1.7.ORC	4	customers	10.617	9.878	0
193	Staub_2010.E1.7.ORC	4	customers	10.697	9.702	1
193	Staub_2010.E1.7.ORC	4	customers	10.623	9.529	0
193	Staub_2010.E1.7.ORC	4	customers	11.064	10.242	1
193	Staub_2010.E1.7.ORC	5	approached	10.793	9.264	0
193	Staub_2010.E1.7.ORC	5	approached	10.435	9.292	1
193	Staub_2010.E1.7.ORC	5	approached	10.214	8.625	0
193	Staub_2010.E1.7.ORC	5	approached	10.464	9.009	1
193	Staub_2010.E1.7.ORC	6	lifted	13.98	13.54	0
193	Staub_2010.E1.7.ORC	6	lifted	14.332	13.85	1
193	Staub_2010.E1.7.ORC	6	lifted	14.337	13.497	0
193	Staub_2010.E1.7.ORC	6	lifted	14.452	13.055	1
194	Staub_2010.E1.8.SRC	2	who	3.328	3.134	0
194	Staub_2010.E1.8.SRC	2	who	3.164	3.456	1
194	Staub_2010.E1.8.SRC	2	who	3.201	2.876	0
194	Staub_2010.E1.8.SRC	2	who	3.266	3.169	1
194	Staub_2010.E1.8.SRC	3	hired	6.764	6.337	0
194	Staub_2010.E1.8.SRC	3	hired	6.763	6.314	1
194	Staub_2010.E1.8.SRC	3	hired	6.641	6.513	0
194	Staub_2010.E1.8.SRC	3	hired	7.029	7.163	1
194	Staub_2010.E1.8.SRC	4	the	2.3	2.138	0
194	Staub_2010.E1.8.SRC	4	the	2.723	2.428	1
194	Staub_2010.E1.8.SRC	4	the	2.796	1.957	0
194	Staub_2010.E1.8.SRC	4	the	2.754	2.132	1
194	Staub_2010.E1.8.SRC	5	rancher	11.116	9.922	0
194	Staub_2010.E1.8.SRC	5	rancher	11.152	10.151	1
194	Staub_2010.E1.8.SRC	5	rancher	10.912	9.697	0
194	Staub_2010.E1.8.SRC	5	rancher	11.227	8.961	1
194	Staub_2010.E1.8.SRC	6	piled	15.77	15.206	0
194	Staub_2010.E1.8.SRC	6	piled	15.851	15.071	1
194	Staub_2010.E1.8.SRC	6	piled	15.675	15.251	0
194	Staub_2010.E1.8.SRC	6	piled	15.784	15.277	1
195	Staub_2010.E1.8.ORC	2	who	3.363	2.949	0
195	Staub_2010.E1.8.ORC	2	who	3.259	2.806	1
195	Staub_2010.E1.8.ORC	2	who	3.367	3.002	0
195	Staub_2010.E1.8.ORC	2	who	3.319	3.225	1
195	Staub_2010.E1.8.ORC	3	the	7.769	7.681	0
195	Staub_2010.E1.8.ORC	3	the	7.778	7.995	1
195	Staub_2010.E1.8.ORC	3	the	7.833	7.832	0
195	Staub_2010.E1.8.ORC	3	the	7.66	7.571	1
195	Staub_2010.E1.8.ORC	4	rancher	10.606	10.127	0
195	Staub_2010.E1.8.ORC	4	rancher	10.904	9.819	1
195	Staub_2010.E1.8.ORC	4	rancher	10.932	9.66	0
195	Staub_2010.E1.8.ORC	4	rancher	10.861	8.999	1
195	Staub_2010.E1.8.ORC	5	hired	5.914	5.245	0
195	Staub_2010.E1.8.ORC	5	hired	6.061	5.226	1
195	Staub_2010.E1.8.ORC	5	hired	5.748	4.883	0
195	Staub_2010.E1.8.ORC	5	hired	5.749	5.878	1
195	Staub_2010.E1.8.ORC	6	piled	15.786	15.557	0
195	Staub_2010.E1.8.ORC	6	piled	16.387	16.006	1
195	Staub_2010.E1.8.ORC	6	piled	16.339	15.349	0
195	Staub_2010.E1.8.ORC	6	piled	16.183	15.198	1
196	Staub_2010.E1.9.SRC	2	that	5.355	5.231	0
196	Staub_2010.E1.9.SRC	2	that	5.56	5.552	1
196	Staub_2010.E1.9.SRC	2	that	5.652	5.29	0
196	Staub_2010.E1.9.SRC	2	that	5.348	5.328	1
196	Staub_2010.E1.9.SRC	3	called	7.553	7.065	0
196	Staub_2010.E1.9.SRC	3	called	7.623	7.256	1
196	Staub_2010.E1.9.SRC	3	called	7.663	7.347	0
196	Staub_2010.E1.9.SRC	3	called	7.669	7.535	1
196	Staub_2010.E1.9.SRC	4	the	2.536	2.36	0
196	Staub_2010.E1.9.SRC	4	the	3.069	2.774	1
196	Staub_2010.E1.9.SRC	4	the	2.263	1.876	0
196	Staub_2010.E1.9.SRC	4	the	2.256	2.349	1
196	Staub_2010.E1.9.SRC	5	residents	10.026	8.921	0
196	Staub_2010.E1.9.SRC	5	residents	10.629	10.068	1
196	Staub_2010.E1.9.SRC	5	residents	10.026	9.44	0
196	Staub_2010.E1.9.SRC	5	residents	9.822	8.979	1
196	Staub_2010.E1.9.SRC	6	attacked	13.473	11.822	0
196	Staub_2010.E1.9.SRC	6	attacked	13.296	11.397	1
196	Staub_2010.E1.9.SRC	6	attacked	13.487	10.925	0
196	Staub_2010.E1.9.SRC	6	attacked	13.15	11.295	1
197	Staub_2010.E1.9.ORC	2	that	5.393	5.232	0
197	Staub_2010.E1.9.ORC	2	that	5.52	5.672	1
197	Staub_2010.E1.9.ORC	2	that	5.499	5.364	0
197	Staub_2010.E1.9.ORC	2	that	5.494	5.361	1
197	Staub_2010.E1.9.ORC	3	the	5.245	5.276	0
197	Staub_2010.E1.9.ORC	3	the	5.469	5.765	1
197	Staub_2010.E1.9.ORC	3	the	5.36	5.288	0
197	Staub_2010.E1.9.ORC	3	the	5.406	4.781	1
197	Staub_2010.E1.9.ORC	4	residents	8.287	6.775	0
197	Staub_2010.E1.9.ORC	4	residents	7.916	6.993	1
197	Staub_2010.E1.9.ORC	4	residents	8.141	7.371	0
197	Staub_2010.E1.9.ORC	4	residents	8.705	7.101	1
197	Staub_2010.E1.9.ORC	5	called	7.419	6.087	0
197	Staub_2010.E1.9.ORC	5	called	7.674	5.839	1
197	Staub_2010.E1.9.ORC	5	called	8.536	6.97	0
197	Staub_2010.E1.9.ORC	5	called	8.2	7.153	1
197	Staub_2010.E1.9.ORC	6	attacked	14.062	13.087	0
197	Staub_2010.E1.9.ORC	6	attacked	13.924	13.206	1
197	Staub_2010.E1.9.ORC	6	attacked	13.747	13.041	0
197	Staub_2010.E1.9.ORC	6	attacked	13.701	13.836	1
198	Staub_2010.E1.10.SRC	2	who	3.361	3.19	0
198	Staub_2010.E1.10.SRC	2	who	3.447	2.858	1
198	Staub_2010.E1.10.SRC	2	who	3.495	3.201	0
198	Staub_2010.E1.10.SRC	2	who	3.332	2.668	1
198	Staub_2010.E1.10.SRC	3	watched	7.401	7.117	0
198	Staub_2010.E1.10.SRC	3	watched	7.526	7.123	1
198	Staub_2010.E1.10.SRC	3	watched	7.319	7.061	0
198	Staub_2010.E1.10.SRC	3	watched	7.465	6.806	1
198	Staub_2010.E1.10.SRC	4	the	2.637	1.871	0
198	Staub_2010.E1.10.SRC	4	the	2.011	1.971	1
198	Staub_2010.E1.10.SRC	4	the	1.985	1.986	0
198	Staub_2010.E1.10.SRC	4	the	1.963	1.675	1
198	Staub_2010.E1.10.SRC	5	parents	9.848	9.205	0
198	Staub_2010.E1.10.SRC	5	parents	10.582	9.538	1
198	Staub_2010.E1.10.SRC	5	parents	9.96	9.164	0
198	Staub_2010.E1.10.SRC	5	parents	10.093	9.529	1
198	Staub_2010.E1.10.SRC	6	changed	11.927	11.088	0
198	Staub_2010.E1.10.SRC	6	changed	12.255	11.456	1
198	Staub_2010.E1.10.SRC	6	changed	12.023	11.004	0
198	Staub_2010.E1.10.SRC	6	changed	12.104	11.664	1
199	Staub_2010.E1.10.ORC	2	who	3.376	2.917	0
199	Staub_2010.E1.10.ORC	2	who	3.441	2.897	1
199	Staub_2010.E1.10.ORC	2	who	3.477	2.964	0
199	Staub_2010.E1.10.ORC	2	who	3.533	3.08	1
199	Staub_2010.E1.10.ORC	3	the	6.78	6.477	0
199	Staub_2010.E1.10.ORC	3	the	6.717	6.875	1
199	Staub_2010.E1.10.ORC	3	the	6.688	6.456	0
199	Staub_2010.E1.10.ORC	3	the	6.755	6.294	1
199	Staub_2010.E1.10.ORC	4	parents	7.336	6.685	0
199	Staub_2010.E1.10.ORC	4	parents	7.272	6.201	1
199	Staub_2010.E1.10.ORC	4	parents	7.138	6.382	0
199	Staub_2010.E1.10.ORC	4	parents	7.621	7.078	1
199	Staub_2010.E1.10.ORC	5	watched	8.476	7.903	0
199	Staub_2010.E1.10.ORC	5	watched	8.541	8.081	1
199	Staub_2010.E1.10.ORC	5	watched	9.702	8.772	0
199	Staub_2010.E1.10.ORC	5	watched	9.104	8.084	1
199	Staub_2010.E1.10.ORC	6	changed	12.215	10.512	0
199	Staub_2010.E1.10.ORC	6	changed	12.373	11.7	1
199	Staub_2010.E1.10.ORC	6	changed	12.75	11.642	0
199	Staub_2010.E1.10.ORC	6	changed	12.358	12.16	1
200	Staub_2010.E1.11.SRC	2	who	4.027	3.619	0
200	Staub_2010.E1.11.SRC	2	who	3.901	3.72	1
200	Staub_2010.E1.11.SRC	2	who	4.04	4.002	0
200	Staub_2010.E1.11.SRC	2	who	4.03	3.823	1
200	Staub_2010.E1.11.SRC	3	phoned	10.746	10.578	0
200	Staub_2010.E1.11.SRC	3	phoned	10.794	9.812	1
200	Staub_2010.E1.11.SRC	3	phoned	10.953	10.261	0
200	Staub_2010.E1.11.SRC	3	phoned	10.942	10.512	1
200	Staub_2010.E1.11.SRC	4	the	2.013	1.853	0
200	Staub_2010.E1.11.SRC	4	the	1.99	1.963	1
200	Staub_2010.E1.11.SRC	4	the	2.06	1.96	0
200	Staub_2010.E1.11.SRC	4	the	1.885	1.711	1
200	Staub_2010.E1.11.SRC	5	agency	7.412	5.926	0
200	Staub_2010.E1.11.SRC	5	agency	7.252	5.222	1
200	Staub_2010.E1.11.SRC	5	agency	7.61	6.069	0
200	Staub_2010.E1.11.SRC	5	agency	8.145	7.543	1
200	Staub_2010.E1.11.SRC	6	considered	12.277	11.686	0
200	Staub_2010.E1.11.SRC	6	considered	12.234	11.645	1
200	Staub_2010.E1.11.SRC	6	considered	12.366	11.213	0
200	Staub_2010.E1.11.SRC	6	considered	12.222	11.42	1
201	Staub_2010.E1.11.ORC	2	who	3.994	3.884	0
201	Staub_2010.E1.11.ORC	2	who	4.002	3.714	1
201	Staub_2010.E1.11.ORC	2	who	4.06	3.846	0
